pmid,sentence,label
9417174,She also developed hypotension that was thought to be caused by beriberi.,0
8276031,Imidazoline intoxication due to overdose or accidental ingestion but also after normal therapeutic usage is frequent in children.,1
16632429,Bronchiolitis obliterans organizing pneumonia simulating progression in bronchioloalveolar carcinoma.,0
12656748,"Blood and bone marrow morphology, and the karyotype were normalised and the patient is in good health 1 yr post-transplant.",0
16791713,"Glucocorticoids may have many side effects, and therefore their use should always be carefully considered.",0
2305654,"Despite a preferential action on cerebral vessels, there is clinical and experimental evidence of effects on systemic vascular and intestinal smooth muscle cells.",0
15770343,"Anti-tuberculous drugs, including ethambutol, were initiated at our clinic because the period between the ethambutol therapy and visual loss was too short and the dose of ethambutol was not very high.",0
16317298,Hematocrit was 20% (previously 33%).,0
9565735,METHOD: The authors present a three-case series in which risperidone was used to treat delusions of infestation.,0
110153,There have been many reports of probable lithium-induced organic brain syndromes occurring when serum lithium levels are within or close to the therapeutic range.,1
17638184,Three patients achieved undetectable HIV loads with enfuvirtide salvage regimens.,0
20203465,"Her history was significant for coronary artery disease, atrial fibrillation, deep venous thrombosis, pulmonary embolism, chronic steroid use, and recurrent urinary tract infection.",0
17364199,"Another aqueous humor sample was taken and sent for microscopic examination of sputum for acid-fast bacilli and culture, both of which were positive for MT.",0
17142211,"Within 24 h after the first injection to her left arm, the patient developed pruritus and erythematous papules at the injection site and painful papules on her hands.",0
1587742,Any areas of obvious third-degree burns would be debrided and grafted.,0
91848,Hepatic angiosarcoma associated with androgenic-anabolic steroids.,0
1711090,"After the oily carcinostatic agents were administered by Lp-TAE, HT, at a temperature of greater than 42.5 degrees C, was induced for 40 min, twice a week by an RF of 8 MHz for a total of 10 to 38 times.",0
18206636,We report a case of IVC filter thrombosis with associated vena caval obstruction successfully treated with catheter-directed thrombolysis and adjunctive mechanical thrombectomy.,0
10667036,"Because of her severe symptoms, mifepristone was administered for a period of 19 days.",0
18412789,"The pregnancy was terminated, and she delivered at 27 weeks' gestation.",0
6529939,The abnormal rhythm disappeared with the withdrawal of propranolol and when the drug was restarted a 2/1 S-A block was seen.,1
7787496,Glucagon is considered the drug of choice for treating bradycardia and hypotension encountered during beta-blocker poisoning.,0
9407188,"In the 1st patient, clinical improvement occurred despite continuation of therapy, and in the 2nd the treatment was stopped with remission and rechallenge resulting in recurrence.",0
9719245,"The increasing use of this agent is expected, because of the increasing number of patients with inflammatory bowel disease.",0
10791105,Hyperthyroidism complicating asthma treatment.,0
19281746,We report the first case of acute renal failure with hyperkalemia associated with the recently marketed direct renin inhibitor aliskiren.,1
2273298,Eight patients with myelodysplastic syndromes (MDS) and four patients with aplastic anemia (AA) were treated with recombinant erythropoietin (rEpo) to investigate its effect on the anemia of these patients.,0
15969785,Immune reconstitution inflammatory syndrome should be considered in the differential diagnosis of unexplained vulval ulceration that arises after starting HAART.,0
12402387,Abdominal examination and laboratory studies were not clinically remarkable.,0
11943900,"Here, we report another such case.",0
16734883,Chest computed tomography showed the characteristic findings of septic pulmonary emboli (SPE).,0
8002140,"METHODS: Five cases of contact dermatitis due to budesonide, a nonhalogenated steroid, are described.",1
18354950,Hyponatraemia during low-dose carbamazepine therapy.,1
16025424,Rapid onset of quetiapine-induced diabetic ketoacidosis in an elderly patient: a case report.,1
17167851,"Discontinuation of the therapeutic agent led to the amelioration of the clinical profile in all the patients whereas a patient died 40 d after hospital admission due to sepsis, despite acute liver disease improvement.",0
12432978,"A 21-year-old man with Tourette's syndrome, pedophilia, Asperger's syndrome, and multiple sclerosis experienced seizures after receiving therapy with interferon beta-1a.",1
12420209,Human T cell leukemia virus type 1 proviral DNA loads were reduced to undetectable levels in PBMC sampled 12 months after BMT.,0
16006279,"With the help of intensive supportive care and symptomatic treatment, the patient recovered and was discharged home after a hospital stay of 25 days.",0
16876740,Fungal infection of implantable cardioverter-defibrillators: case series of five patients managed over 22 years.,0
15567654,Serious maternal bradycardia and asystole in laboring parturients after combined spinal-epidural labor analgesia are rare.,0
14968106,RESULTS: Evidence of neurological improvement and rehabilitation potential after severe myelopathy due to intrathecal injection of doxorubicin.,1
9399776,Acute pancreatitis after long-term 5-aminosalicylic acid therapy.,1
129501,Two anaphylactic deaths after chemonucleolysis.,0
19546604,"The authors report the case of a 61-year-old man with CML treated with imatinib with a good response, and they switched to dasatinib after grade 4 hepatic toxicity.",0
19097599,We herein described an additional patient with BCR-ABL (ela2) positive acute lymphoblastic leukemia who developed tumor lysis syndrome after 10-day treatment with imatinib.,1
14700673,"METHODS: In an institutional practice setting, two women, aged 25 and 45, developed acute myopia after starting topiramate for epilepsy.",1
2051906,It is believed that this is the first reported case of reversible azathioprine-induced cholestasis associated with histological evidence of bile duct injury.,1
9042097,Delayed hypersensitivity to flurbiprofen.,1
3359700,Unexpected severe reversible cyclosporine A-induced nephrotoxicity in a patient with systemic lupus erythematosus and tubulointerstitial renal disease.,1
16355099,Heparin was replaced by argatroban on the 13th day.,0
17536204,A cause-effect relationship to capecitabine was suggested due to resolution of headache with capecitabine withdrawal and reappearance with capecitabine rechallenge.,1
4082283,"Renal failure is a rare complication associated with the use of rifampicin for the treatment of tuberculosis, usually occurring well into the course of therapy.",1
1445134,"In a single practice during the 21 years 1971-1991, the incidence of gestational diabetes in pregnancies in which norethisterone was prescribed was 32.4% (22 of 69) in comparison with 7.1% in pregnancies in which the women did not take norethisterone (137 of 1,684) (p < 0.001).",1
15785053,Mucosal pigmentation after oral lichen planus treatment with topical tacrolimus.,1
85289,This report describes the clinical course of the patient over a period of 4 months after the nerve block and the post-mortem findings along with a brief review of the literature.,0
7880678,"Protamine sulphate 50 mg was given i.v., resulting in cessation of bleeding and normalization of the thrombelastogram and KCT.",0
